Kanton KWI
ZG	100.0
ZH	96.6
BS	94.4
AG	82.1
SZ	77.7
LU	77.4
VD	76.3
NW	73.5
BL	72.1
TG	69.8
GE	69.1
SH	68.3
SG	66.3
FR	66.2
BE	63.0
SO	62.9
AR	62.7
OW	61.5
TI	57.9
NE	57.4
AI	55.7
GL	54.1
UR	50.8
GR	44.8
VS	42.7
JU	35.0

