jahr	Allg. Verwaltung	Öff. Sicherheit	Bildung	Kultur und Sport	Gesundheit	Soziale Sicherheit	Verkehr	Umweltschutz	Volkswirtschaft	Finanzen, Steuern	Total (rechte Skala)	allg_verwaltung_ausg	sicherheit_ausg	bildung_ausg	kultur_sport_ausg	gesundheit_ausg	soziales_ausg	verkehr_ausg	umweltschutz_ausg	Volkswirtschaft_ausg	finanzen_und_steuern_ausg	Bevölkerung
2008	4216.28698347756	1868.65348728052	5872.08619751725	1303.4113406445	3119.23187934774	3792.31469394982	799.678458708781	615.589926056431	240.046889260044	1397.16867682496	23224.4685330676	797215542.835938	353325001.375	1110294058.22656	246449016.289063	589784363.74707	717050862.332031	151203202.972656	116395743.21875	45388065.8212891	264176653.414063	189080
2009	1021.81620912144	1761.79923146751	6055.8484848214	1170.3935068432	3398.42631911171	4034.70229951937	670.12399601742	479.396288409007	447.138939110666	1416.78202668374	20456.4273011055	194841958.387695	335943401.054688	1154741300.78271	223172974.671875	648018727.380859	769345103.876953	127780583.808594	91412243.0664063	85261347.1875	270154830.412109	190682
2010	2006.77152078254	1805.87402186031	6169.30008439874	1204.29788032832	3299.89227056373	4132.7858212523	652.075129264057	494.69443365175	730.037672277457	1334.37385540114	21830.1026897803	385191766.328125	346630295	1184172474	231160160.9375	633401121.765625	793271707.246094	125163212.761719	94954617.7617188	140127811.042969	256127724.048828	191946
2011	1908.40218158414	1895.1238534967	6332.94313856681	1258.96255143451	3379.06788742112	4332.38925438543	657.496261963035	501.305537193832	179.978759371797	1414.51577703304	21860.1852024504	366745280.84375	364193531.421875	1217027014.71094	241939869.359375	649368992.197266	832572572.572266	126353686.646484	96337890.3046875	34587238.1035156	271833154.935547	192174
2012	1129.9955319304	1996.63265855851	6841.82013399511	1373.29919064282	4588.14999426415	4586.80005370334	922.555358953797	453.068824763478	88.3798520601469	1395.01907335407	23375.7206722258	217976138.109375	385150439.835938	1319787103.84766	264909413.875	885054133.893555	884793730.359375	177960928.742188	87396976.296875	17048473.4624023	269099179.25	192900
2013	1277.94624932572	2153.02319928307	7067.64429284337	1293.0732053836	3108.89528233846	4602.93851847981	1596.23509393221	439.961521746808	85.4935736588652	1738.26605779697	23363.4769947889	248758627.162498	419096730.856445	1375752299.82343	251703164.793945	605162011.183594	895984997.314688	310715142.209373	85640710.015625	16641751.5805664	338362179.480469	194655
2014	1456.99433061259	2174.25429314154	7437.37647947985	1457.87005869291	3097.67115999166	4911.50712812534	1287.17519808752	419.550951685023	120.316609355637	1648.70568374654	24011.4218929186	285696190.3125	426340827.324951	1458365404.35529	285867908.328857	607409947.078125	963077786.725586	252397035.892189	82268067.9121094	23592402.6621094	323288102.703125	196086
2015	1806.96430610898	2180.85935398213	7802.92222368252	1679.75638018639	3094.43392464262	4556.83450960947	1440.17997373956	463.634958258218	598.173548855042	1522.99882789698	25146.7580069619	355981003.125	429640197.03125	1537214692.67657	330920405.678619	609618955.324219	897719182.565613	283722655.726563	91338404.9516602	117843179.992188	300038384.089844	197005
