jahr	Allg. Verwaltung	Öff. Sicherheit	Bildung	Kultur und Sport	Gesundheit	Soziale Sicherheit	Verkehr	Umweltschutz	Volkswirtschaft	Finanzen, Steuern	Total (rechte Skala)	allg_verwaltung_ausg	sicherheit_ausg	bildung_ausg	kultur_sport_ausg	gesundheit_ausg	soziales_ausg	verkehr_ausg	umweltschutz_ausg	Volkswirtschaft_ausg	finanzen_und_steuern_ausg	Bevölkerung
2008	4269.27093339294	1871.39132807542	5915.16068384579	1369.23235225335	3175.20278319796	3887.788193097	873.063089883416	652.486949224535	247.064648220578	1419.87730263294	23680.5382638239	807233748.085938	353842672.3125	1118438582.10156	258894453.164063	600367342.24707	735102991.550781	165078769.035156	123372232.359375	46714983.6855469	268470400.381836	189080
2009	1070.9917365539	1765.1382723838	6148.97799560375	1230.28214325749	3454.68155631619	4140.59543766135	731.313037751601	508.397327217239	456.07048947577	1427.79299000389	20934.240986225	204218846.30957	336580096.054688	1172499422.15771	234592659.640625	658745588.521484	789537019.244141	139448232.664551	96942219.1484375	86964433.0742188	272254422.919922	190682
2010	2044.17003113831	1808.62324169298	6259.30918754493	1259.0687778073	3335.5502171672	4230.756187226	720.070014279732	521.121908818919	739.214030421072	1352.67936444161	22270.5629605381	392370260.796875	347157996.75	1201449361.3125	241673215.625	640245521.984375	812076727.113281	138214558.960938	100027265.910156	141889176.283203	259641393.287109	191946
2011	1946.86845531263	1897.64997858386	6410.97841921579	1315.00990510126	3433.41114177654	4419.94658622768	722.857128368611	534.399240767807	188.500292774631	1426.70671130883	22296.3278594376	374137498.53125	364678986.984375	1232023366.73438	252710713.50293	659812352.759766	849398815.261719	138914345.787109	102697639.695313	36224855.2636719	274175935.539063	192174
2012	1173.0539848205	1999.43861922466	6934.26187583026	1435.78000696604	4625.74993626778	4680.25743882436	986.013452525596	482.749732617289	95.7115827982237	1406.36990676587	23819.3865366406	226282113.671875	385691709.648438	1337619115.84766	276961963.34375	892307162.706055	902821659.949219	190201994.992188	93122423.421875	18462764.3217773	271288755.015137	192900
2013	1314.82531549407	2155.2173376304	7245.14269257623	1378.43147835373	3157.29861644239	4703.31371048618	1644.82581068107	466.050949355912	92.0616550079187	1755.31813848138	23912.4857045093	255937321.787498	419523830.856445	1410303250.82343	268318579.418945	614583962.183594	915523530.314688	320173568.178123	90719147.546875	17920261.4555664	341681452.246094	194655
2014	1520.338154241	2176.05293251406	7626.69863404468	1542.37055592371	3139.20497168653	5016.78140063842	1358.38792091704	447.112531170555	125.180515998879	1622.49379708553	24574.6214142204	298117027.3125	426693515.324951	1495488828.35529	302437272.828857	615554146.078125	983720597.725586	266360853.860939	87672507.7871094	24546146.6601563	318148318.695313	196086
2015	1874.64275335651	2183.02263410193	8013.08774740019	1749.28166063612	3137.87102014781	4662.11872574611	1522.26566449773	492.717162390092	603.660545278832	1468.71708645561	25707.3850000109	369313995.625	430066374.03125	1578618351.67657	344617233.553619	618176280.324219	918460699.565613	299893947.234375	97067744.5766602	118924145.722656	289344609.617188	197005
2016	3909.72466844458	2208.50744160703	8305.90153007291	1620.62210751963	3177.7344380217	4764.66305682032	1443.02482418855	607.524809192715	99.9583352115342	1438.31621803848	27575.9774291175	773836164.726563	437121043.887512	1643953866.24121	320763251.25293	628956266.379883	943050700.184219	285612131.352344	120244955.384277	19784353.4550781	284680175.771484	197926
