Kanton KWI
ZG	100.0
ZH	96.5
BS	88.4
AG	82.1
LU	79.3
NW	77.4
VD	76.9
SZ	75.7
BL	72.8
GE	70.4
TG	66.2
FR	64.7
SG	63.8
OW	63.8
SH	63.2
SO	62.7
BE	60.9
AR	59.7
AI	59.2
NE	55.8
TI	51.8
GL	49.9
UR	43
GR	41.9
VS	36.8
JU	36.1
