Jahr	0 bis 1,49 m<sup>2</sup>	1,5 bis 2,99 m<sup>2</sup>	3,0 bis 4,49 m<sup>2</sup>	4,5 bis 5,99 m<sup>2</sup>	6,0 bis 7,49 m<sup>2</sup>	7,5 bis 8,99 m<sup>2</sup>	≥ 9,0 m<sup>2</sup>
2022	25651	31039	28475	26581	19709	16695	32367
