	Basel-Stadt	Basel-Landschaft	Jura	BS/BL/JU	Schweiz
2014	100.0	100.0	100.0	100.0	100.0
2015	103.3	94.5	100.9	101.4	99.2
2016	104.7	91.2	100.7	101.8	98.9
2017	114.2	91.1	98.0	108.6	104.1
2018	119.2	92.1	96.4	112.4	108.0
2019	122.4	91.5	100.9	114.9	110.1
2020	46.9	47.9	90.4	50.0	66.0
2021	67.5	59.9	117.0	69.3	82.3
2022	111.9	74.3	113.2	104.6	106.4
