Publikationsjahr	Indikator_Nr	jahr_num	jahr_char	Wert	Indikator_Label	Indikator_Name	Wohnviertel_id	Wohnviertel	Rang
2016	1	2015	2015	0.0186234818	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfeanteil	1	Altstadt Grossbasel	3
2016	2	2015	2015	0.2526315789	Anteil&nbsp;Ausländer	Auslaenderanteil	1	Altstadt Grossbasel	6
2016	3	2015	2015	0.5275303644	Anteil&nbsp;Personen&nbsp;ohne Religionszugehörigkeit	Anteilkonfessionslose	1	Altstadt Grossbasel	19
2016	4	2015	2015	0.3238866397	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhaushalte	1	Altstadt Grossbasel	19
2016	5	2015	2015	0.6875	Gymnasialquote	Gymnasialquote	1	Altstadt Grossbasel	20
2016	6	2015	2015	0.2966150316	Altersquotient	Altersquotient	1	Altstadt Grossbasel	9
2016	7	2015	2015	0.3275303644	Anteil&nbsp;Sesshafte	Anteilsesshafte	1	Altstadt Grossbasel	10
2016	8	2015	2015	0.1204819277	Jugendquotient	Jugendquotient	1	Altstadt Grossbasel	1
2016	9	2015	2015	1825.4615385	Baujahr&nbsp;Wohngebaeude	Baujahrwohngebaeude	1	Altstadt Grossbasel	1
2016	10	2015	2015	0.1012145749	Anteil Einfamilienhäuser	Anteileinfamilienhaeuser	1	Altstadt Grossbasel	7
2016	11	2014	2014	0.0669919477	Anteil&nbsp;Grünfläche	Gruenflaechenanteil	1	Altstadt Grossbasel	1
2016	12	2015	2015	90.383055757	Fläche&nbsp;pro&nbsp;Wohnung	Flaecheprowohnung	1	Altstadt Grossbasel	16
2016	13	2015	2015	55.190427699	Wohnfläche&nbsp;pro&nbsp;Kopf	Wohnflaecheprokopf	1	Altstadt Grossbasel	21
2016	14	2013	Steuerjahr 2013	5188.1848894	Vermögenssteuer	Vermoegenssteuer	1	Altstadt Grossbasel	19
2016	15	2013	Steuerjahr 2013	17343.393735	Einkommenssteuer	Einkommenssteuer	1	Altstadt Grossbasel	20
2016	16		2010-2014	0.821070228	Erwerbstätigenquote	Erwerbstaetigenquote	1	Altstadt Grossbasel	21
2016	17	2013	2013	4.4224977046	Arbeitsplätze&nbsp;pro&nbsp;Kopf	Arbeitsplaetzeprokopf	1	Altstadt Grossbasel	20
2016	18	2015	2015	0.0152577544	Arbeitslosenquote	Arbeitslosenquote	1	Altstadt Grossbasel	1
