Jahr	BS/BL/JU	Schweiz
2014	33.935939311564	28.6896020612531
2015	34.18511678632	28.9931429238539
2016	34.3573478055121	29.2613195902037
2017	34.7049605856529	29.6251617774046
2018	35.0268106525668	29.9994408273625
2019	35.3536196465294	30.3954071854531
2020	35.552432342489	30.6655835572092
2021	36.1216877305256	31.1424867290247
2022	36.4311438504248	31.5098735244849
2023	36.5874443151498	31.7860903545713


