Jahr	Wald	Acker, Wiese, Weide	Übrige Grünfläche	Gebäude	Verkehrsfläche	Übrige befestigte Fläche	Gewässer
2016	4.14451452088199	4.11349510450692	10.4736530977918	6.04358896731154	6.39248669566555	4.44853224764792	1.33768155503446
