"Staatsangehörigkeit"	"2003"	"2022"
"Schweiz"	45.8	45.0
"Deutschland"	13.0	8.0
"Italien"	19.3	30.0
"Türkei"	2.2	19.5
"EU-West + EFTA + UK"	6.9	9.0
"EU-Ost"	3.9	5.2
"Balkan"	2.9	18.6
"Mittel- und Südamerika"	1.3	3.4
"Arabische Länder"	2.0	3.8
"Afrikanische Länder"	0.6	2.6
"Übrige Länder"	3.1	6.3

