	BS/BL/JU	Schweiz
2014	100.000000	100.0000000
2015	100.829090133561	100.964178219907
2016	102.011409986404	102.449833915791
2017	103.109754472022	103.597933355701
2018	104.530671003172	104.797217262962
2019	105.527711871184	105.709231408487
2020	106.284823118552	106.636021293391
2021	106.891311881848	107.727548427282
2022	107.251206312815	108.308700298209
