	Zahlungsrückstand NWCH	Zahlungrückstand NWCH 95%-Konfidenzintervall Untergrenze	Zahlungrückstand NWCH 95%-Konfidenzintervall Obergrenze	Zahlungsrückstand CH	Zahlungrückstand CH 95%-Konfidenzintervall Untergrenze	Zahlungrückstand CH 95%-Konfidenzintervall Obergrenze	Betreibung, Verlustschein NWCH	Betreibung, Verlustschein NWCH 95%-Konfidenzintervall Untergrenze	Betreibung, Verlustschein NWCH 95%-Konfidenzintervall Obergrenze	Betreibung, Verlustschein CH	Betreibung, Verlustschein CH 95%-Konfidenzintervall Untergrenze	Betreibung, Verlustschein CH 95%-Konfidenzintervall Obergrenze	Kontoüberziehung, Kreditkarte NWCH	Kontoüberziehung, Kreditkarte NWCH 95%-Konfidenzintervall Untergrenze	Kontoüberziehung, Kreditkarte NWCH 95%-Konfidenzintervall Obergrenze	Kontoüberziehung, Kreditkarte CH	Kontoüberziehung, Kreditkarte CH 95%-Konfidenzintervall Untergrenze	Kontoüberziehung, Kreditkarte CH 95%-Konfidenzintervall Obergrenze
2013	13.856	10.914	16.798	15.312	13.818	16.806	5.583	3.511	7.655	6.13	5.239	7.021	9.971	7.182	12.76	9.009	7.798	10.22
2014	12.624	10.418	14.83	15.578	14.664	16.492												
2015	11.471	9.257	13.685	16.275	15.327	17.223												
2016	12.59	10.199	14.981	16.052	15.107	16.997												
2017	16.95673485	14.00458285	19.90888685	16.53508365	15.56253165	17.50763565	7.800565371	5.626533371	9.974597371	7.632677014	6.937465014	8.327889014	10.12226894	7.251848937	12.99268894	8.784763816	7.989787816	9.579739816
2018	15.01140628	11.31876628	18.70404628	14.57205276	13.41565276	15.72845276												
2019	18.84792988	14.87324588	22.82261388	15.06436836	13.93090036	16.19783636												
2020	12.3766429458606	9.68536694586061	15.0679189458606	13.5247498944201	12.4973178944201	14.5521818944201	5.5071479064727	3.8852479064727	7.1290479064727	6.94321882051797	6.17627082051797	7.71016682051797	5.891921055206	3.890957055206	7.892885055206	5.05557673713981	4.30705273713981	5.80410073713981
2021	8.23792168652448	6.25733962125794	10.218503751791	11.5465597216593	10.5673043731579	12.5258150701607												
