"Staatsangehörigkeit"	"2005"	"2024"
"Schweiz"	45.9	45.4
"Deutschland"	11.9	8.1
"Italien"	24.4	28.9
"Türkei"	3.1	22.0
"EU-West + EFTA + UK"	7.5	9.2
"EU-Ost"	4.0	5.6
"Balkan"	3.8	21.2
"Mittel- und Südamerika"	1.0	3.9
"Arabische Länder"	1.8	4.6
"Afrikanische Länder"	0.9	3.1
"Übrige Länder"	3.1	7.1

