Bewertung	 Note 10	 Note 9	 Note 8	 Note 7	 Note 6	 Note 5	 Note 4	 Note 3	 Note 2	 Note 1	N
Freundlich 2018	327.515465231039	260.781608388656	414.101158325114	210.515494730784	86.3620138532699	121.49127083664	52.0232470370571	39.2292345964312	24.5759435219286	20.4152187595889	1557.01065528051	
Freundlich 2015	281.6906300	158.4568750	259.7913580	144.5920530	79.7488660	55.2315780	17.7186670	9.3890940	9.5044960	1.3811270	1017.5047440
Freundlich 2012	254.4687250	150.0531210	262.5954960	150.3298730	64.0671940	73.5106390	32.5608960	16.5506270	5.4135650	8.9425920	1018.4927280
.
Handelt angemessen 2018	213.107854953768	221.450484565179	285.896560133101	157.351633021759	87.0528217188081	94.9393753014335	51.3803786520079	47.7383002848836	29.6047819885455	34.6966194383219	1223.21881005781
Handelt angemessen 2015	162.2798170	131.6138450	285.1141330	188.8495230	79.6738560	67.9149580	24.1512960	19.2091060	4.6697040	6.8172630	970.2935010
Handelt angemessen 2012	160.3285360	107.6166920	288.1095810	186.1869940	88.2921920	97.8607570	24.9960980	14.3939820	8.5423380	10.0057940	986.3329640
..
Hilfsbereit	2018	412.541584795842	346.633992368027	306.038281202671	145.553056867919	78.7663901633198	73.2054438861716	42.8250083165438	30.7884190196677	29.4180780680473	20.5501203213848	1486.32037500959
Hilfsbereit	2015	304.6264400	178.2395480	264.0266580	128.5373080	66.7885630	37.5069610	20.4553240	8.3181000	1.6864480	1.7484830	1011.93383309
Hilfsbereit	2012	304.6455740	162.5482260	273.7418600	144.8005960	52.7983260	46.6389370	16.8069610	7.1686900	2.1757720	4.2985420	1015.6234840
...
Sympathisch 2018	281.985991291754	264.830637721251	333.888899659769	187.738126067183	119.967894973261	109.047032179052	53.6841226899388	64.1743007620571	36.756615673693	46.2877281780587	1498.36134919602
Sympathisch 2015	215.7635580	142.1678140	264.6421640	150.3585600	95.7733480	89.4325470	16.9550620	14.9155300	13.2365560	1.8998800	1005.1450190
Sympathisch 2012	219.7306890 125.4852730	269.7360720	173.8290180	80.1951680	90.3959790	26.7638150	10.1828040	6.0366620	13.4490970	1015.8045770
....
Respektvoll 2018	313.734481794685	278.081501788159	320.532908488824	159.222063147954	91.0443428426701	92.5106992316075	55.1918432243513	37.1947514571044	46.9959111773316	34.7050949723824	1429.21359812507
Respektvoll 2015	255.2544130	149.8047860	236.5376850	151.2833270	74.7404290	71.0702320	35.1995930	17.0971560	9.9773100	6.1960180	1007.1609490
Respektvoll 2012	236.3026430 142.0451400	236.6458190	158.1358470	80.0174940	84.4223350	29.9398920	20.9959000	13.6586290	11.9182860	1014.0819850
.....
Nimmt Anliegen ernst 2018	301.692639522881	240.605368492297	248.154285514912	173.419859948867	104.537078849055	88.7069194427085	47.7398923951633	40.4406619915014	26.271110732422	32.5783933890398	1304.14621027885
Nimmt Anliegen ernst 2015	204.8219320	153.6595100	274.8881390	171.0847000	81.1160800	64.6970320	15.5055480	8.0752330	8.6705370	5.6229350	988.1416460
Nimmt Anliegen ernst 2012	212.2588410	119.6693060	285.8063840	179.9651840	67.3670400	77.8455440	28.4182920	13.7205810	10.1404150	9.2996920	1004.4912790
......
Gerecht 2018	257.638806955243	248.014262450211	274.043633113364	165.169462012274	99.4475023016213	76.7489251808991	53.725993767491	47.1079087045064	34.8540651453962	30.4482768499082	1287.19883648091
Gerecht 2015	191.9521410	140.7417760	254.6019930	158.6375900	83.9668250	64.9458260	27.3716080	6.4057420	5.5867260	6.0975830	940.3078100
Gerecht 2012	155.2415070	120.2328970	220.4003680	183.2164540	94.6374570	87.5729090	31.1549470	23.9560010	9.4982910	9.8210330	935.7318640
