"Land"	2014	2023
"Schweiz"	55.1	56.3
"Deutschland"	79.6	76.5
"Frankreich"	48.9	50.0
"Italien"	85.5	85.4
"Spanien"	83.8	82.7
"USA"	60.5	53.2
"Übriges Ausland"	71.0	71.2
"Total"	65.3	64.9
