Jahr	Weiss nicht/ Keine Angabe	Sehr unzufrieden	Eher unzufrieden	Eher zufrieden	Sehr zufrieden
2003  (N=1495)	0.66889632107	2.742474916387	13.91304347826	41.471571906354	41.204013377926
2005  (N=1509)	0.662690523525	3.114645460569	14.314115308151	44.532803180914	37.375745526838
2007  (N=1505)	0.332225913621	2.059800664451	14.152823920265	47.840531561461	35.614617940199
2011  (N=1516)	0.395778364116	1.451187335092	9.4327176781	39.775725593667	48.944591029023
2015  (N=1504)	0.465425531914	0.930851063829	7.313829787234	41.622340425531	49.667553191489
