Land	 Spanien	Portugal	Vereinigtes Königreich	Frankreich	Österreich	Niederlande	Griechenland	Schweden	Belgien	Irland	Übrige
Anzahl	3718	3390	2216	2094	1221	734	394	312	295	294	604
