"Land"	2011	2020
"Schweiz"	58.42	58.94
"Deutschland"	83.02	73.37
"UK"	61.85	48.83
"Frankreich"	44.97	48.71
"Italien"	78.44	87.91
"USA"	56.04	51.85
"Übriges Ausland"	75.71	68.39
"Total"	66.46	63.12
