Wohnviertel Name	2011	2016
Altstadt GB	2347	2546
Vorstädte	4652	5022
Am Ring	10494	10734
Breite	8597	8936
St. Alban	10638	10896
Gundeldingen	18519	18881
Bruderholz	8955	9208
Bachletten	13254	13541
Gotthelf	6770	6837
Iselin	16118	16682
St. Johann	18465	18758
Altstadt KB	2271	2496
Clara	3980	4023
Wettstein	5359	5648
Hirzbrunnen	8706	9230
Rosental	5149	6552
Matthäus	15937	15930
Klybeck	7254	7202
Kleinhüningen	2699	2893
Riehen	20730	21001
Bettingen	1182	1190
