Jahr	Lohnverhältnis	NA
2002	0.800982800982801	 
2004	0.802264938161228	 
2006	0.815081306662829	 
2008	0.79128982885766	 
2010	0.807655762182707	 
2012	0.791935483870968	 
2014	0.819277108433735	 
