	Sehr seniorenfreundlich	Eher seniorenfreundlich	Eher weniger seniorenfreundlich	Gar nicht seniorenfreundlich	Weiss nicht	Keine Angabe	
2011	238	888	282	28	0	252
2015	233	777	215	32	0	170
2019	187	797	225	29	0	171
2023	176	643	189	21	296	28
