Wohnviertel	2011	2016
Altstadt GB	1350	1411
Vorstädte	3149	3388
Am Ring	5917	6200
Breite	5181	5297
St. Alban	5835	6147
Gundeldingen	10704	11132
Bruderholz	4415	4377
Bachletten	7154	7222
Gotthelf	4115	4115
Iselin	9462	9641
St. Johann	10007	10060
Altstadt KB	1515	1534
Clara	2245	2324
Wettstein	3112	3257
Hirzbrunnen	4487	4687
Rosental	2729	3435
Matthäus	8670	8825
Klybeck	3748	3741
Kleinhüningen	1403	1360
Riehen	9909	10140
Bettingen	476	497
