Publikationsjahr	Indikator_Nr	jahr_num	jahr_char	Wert	Indikator_Label	Indikator_Name	Wohnviertel_id	Wohnviertel	Rang
2022	1	2021	2021	0.0206146927	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	1	Altstadt Grossbasel	4
2022	1	2021	2021	0.0331435543	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	2	Vorstädte	8
2022	1	2021	2021	0.0290253861	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	3	Am Ring	5
2022	1	2021	2021	0.0461364918	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	4	Breite	11
2022	1	2021	2021	0.0335312317	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	5	St. Alban	9
2022	1	2021	2021	0.0578019426	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	6	Gundeldingen	13
2022	1	2021	2021	0.0164212311	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	7	Bruderholz	2
2022	1	2021	2021	0.0197925796	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	8	Bachletten	3
2022	1	2021	2021	0.0410716914	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	9	Gotthelf	10
2022	1	2021	2021	0.0916434044	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	10	Iselin	18
2022	1	2021	2021	0.0714626518	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	11	St. Johann	16
2022	1	2021	2021	0.0635324015	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	12	Altstadt Kleinbasel	14
2022	1	2021	2021	0.0736817868	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	13	Clara	17
2022	1	2021	2021	0.0295292687	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	14	Wettstein	6
2022	1	2021	2021	0.0476088585	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	15	Hirzbrunnen	12
2022	1	2021	2021	0.0709023941	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	16	Rosental	15
2022	1	2021	2021	0.0969088301	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	17	Matthäus	19
2022	1	2021	2021	0.1280207135	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	18	Klybeck	21
2022	1	2021	2021	0.1171335031	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	19	Kleinhüningen	20
2022	1	2021	2021	0.0311356986	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	20	Riehen	7
2022	1	2021	2021	0.0112540193	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	30	Bettingen	1
2022	2	2021	2021	0.3114692654	Anteil&nbsp;Ausländer	Auslaenderanteil	1	Altstadt Grossbasel	7
2022	2	2021	2021	0.4030093534	Anteil&nbsp;Ausländer	Auslaenderanteil	2	Vorstädte	15
2022	2	2021	2021	0.3838096929	Anteil&nbsp;Ausländer	Auslaenderanteil	3	Am Ring	12
2022	2	2021	2021	0.3555555556	Anteil&nbsp;Ausländer	Auslaenderanteil	4	Breite	9
2022	2	2021	2021	0.3605652647	Anteil&nbsp;Ausländer	Auslaenderanteil	5	St. Alban	10
2022	2	2021	2021	0.3962732264	Anteil&nbsp;Ausländer	Auslaenderanteil	6	Gundeldingen	14
2022	2	2021	2021	0.2471660133	Anteil&nbsp;Ausländer	Auslaenderanteil	7	Bruderholz	2
2022	2	2021	2021	0.2231229915	Anteil&nbsp;Ausländer	Auslaenderanteil	8	Bachletten	1
2022	2	2021	2021	0.2855881054	Anteil&nbsp;Ausländer	Auslaenderanteil	9	Gotthelf	6
2022	2	2021	2021	0.3841539467	Anteil&nbsp;Ausländer	Auslaenderanteil	10	Iselin	13
2022	2	2021	2021	0.420505752	Anteil&nbsp;Ausländer	Auslaenderanteil	11	St. Johann	16
2022	2	2021	2021	0.3837357052	Anteil&nbsp;Ausländer	Auslaenderanteil	12	Altstadt Kleinbasel	11
2022	2	2021	2021	0.4860695372	Anteil&nbsp;Ausländer	Auslaenderanteil	13	Clara	18
2022	2	2021	2021	0.3303804065	Anteil&nbsp;Ausländer	Auslaenderanteil	14	Wettstein	8
2022	2	2021	2021	0.259976463	Anteil&nbsp;Ausländer	Auslaenderanteil	15	Hirzbrunnen	4
2022	2	2021	2021	0.5615627466	Anteil&nbsp;Ausländer	Auslaenderanteil	16	Rosental	21
2022	2	2021	2021	0.4985652798	Anteil&nbsp;Ausländer	Auslaenderanteil	17	Matthäus	19
2022	2	2021	2021	0.5237341772	Anteil&nbsp;Ausländer	Auslaenderanteil	18	Klybeck	20
2022	2	2021	2021	0.4798108403	Anteil&nbsp;Ausländer	Auslaenderanteil	19	Kleinhüningen	17
2022	2	2021	2021	0.2769294075	Anteil&nbsp;Ausländer	Auslaenderanteil	20	Riehen	5
2022	2	2021	2021	0.2556270096	Anteil&nbsp;Ausländer	Auslaenderanteil	30	Bettingen	3
2022	4	2021	2021	0.3275212064	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	1	Altstadt Grossbasel	20
2022	4	2021	2021	0.3197761997	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	2	Vorstädte	19
2022	4	2021	2021	0.2725616189	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	3	Am Ring	12
2022	4	2021	2021	0.2863914903	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	4	Breite	15
2022	4	2021	2021	0.2387309293	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	5	St. Alban	9
2022	4	2021	2021	0.2916576264	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	6	Gundeldingen	16
2022	4	2021	2021	0.1458693772	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	7	Bruderholz	2
2022	4	2021	2021	0.2148515585	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	8	Bachletten	6
2022	4	2021	2021	0.2981115108	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	9	Gotthelf	17
2022	4	2021	2021	0.2840915957	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	10	Iselin	14
2022	4	2021	2021	0.2364071456	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	11	St. Johann	8
2022	4	2021	2021	0.3753943218	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	12	Altstadt Kleinbasel	21
2022	4	2021	2021	0.300024432	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	13	Clara	18
2022	4	2021	2021	0.2731046931	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	14	Wettstein	13
2022	4	2021	2021	0.1848263851	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	15	Hirzbrunnen	4
2022	4	2021	2021	0.2210640314	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	16	Rosental	7
2022	4	2021	2021	0.2714449619	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	17	Matthäus	11
2022	4	2021	2021	0.2388235294	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	18	Klybeck	10
2022	4	2021	2021	0.2008242788	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	19	Kleinhüningen	5
2022	4	2021	2021	0.1657440573	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	20	Riehen	3
2022	4	2021	2021	0.117545376	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	30	Bettingen	1
2022	5	2021	2021	0.5294	Gymnasialquote	Gymnasialquote	1	Altstadt Grossbasel	18
2022	5	2021	2021	0.4167	Gymnasialquote	Gymnasialquote	2	Vorstädte	13
2022	5	2021	2021	0.4727	Gymnasialquote	Gymnasialquote	3	Am Ring	15
2022	5	2021	2021	0.2524	Gymnasialquote	Gymnasialquote	4	Breite	5
2022	5	2021	2021	0.4351	Gymnasialquote	Gymnasialquote	5	St. Alban	14
2022	5	2021	2021	0.2432	Gymnasialquote	Gymnasialquote	6	Gundeldingen	3
2022	5	2021	2021	0.6139	Gymnasialquote	Gymnasialquote	7	Bruderholz	21
2022	5	2021	2021	0.589	Gymnasialquote	Gymnasialquote	8	Bachletten	20
2022	5	2021	2021	0.4865	Gymnasialquote	Gymnasialquote	9	Gotthelf	17
2022	5	2021	2021	0.2614	Gymnasialquote	Gymnasialquote	10	Iselin	6
2022	5	2021	2021	0.3169	Gymnasialquote	Gymnasialquote	11	St. Johann	10
2022	5	2021	2021	0.2778	Gymnasialquote	Gymnasialquote	12	Altstadt Kleinbasel	8
2022	5	2021	2021	0.25	Gymnasialquote	Gymnasialquote	13	Clara	4
2022	5	2021	2021	0.549	Gymnasialquote	Gymnasialquote	14	Wettstein	19
2022	5	2021	2021	0.3631	Gymnasialquote	Gymnasialquote	15	Hirzbrunnen	11
2022	5	2021	2021	0.2951	Gymnasialquote	Gymnasialquote	16	Rosental	9
2022	5	2021	2021	0.2714	Gymnasialquote	Gymnasialquote	17	Matthäus	7
2022	5	2021	2021	0.1417	Gymnasialquote	Gymnasialquote	18	Klybeck	1
2022	5	2021	2021	0.2203	Gymnasialquote	Gymnasialquote	19	Kleinhüningen	2
2022	5	2021	2021	0.4802	Gymnasialquote	Gymnasialquote	20	Riehen	16
2022	5	2021	2021	0.3889	Gymnasialquote	Gymnasialquote	30	Bettingen	12
