Jahr	Unfälle	Unfälle
1998	2906
1999	2919
2000	2340
2001	2221
2002	2026
2003	2010
2004	1812
2005	1864
2006	1836
2007	1746
2008	1464
2009	1350
2010	1153
2011	948
2012	898
2013	1029
2014	1106
2015	1126
2016	1140
2017		835
