Grossregion	Zahlungsrückstand	95% Vertrauensintervall Untergrenze	95% Vertrauensintervall Obergrenze	Konto- oder Kreditkartenüberziehung	95% Vertrauensintervall Untergrenze	95% Vertrauensintervall Obergrenze
Genferseeregion	22.0754328202557	19.0729088202557	25.0779568202557	7.94938065608337	5.58640465608337	10.3123566560834
Mittelland	17.0759780817978	14.5812900817978	19.5706660817978	4.30525218014803	2.97970418014803	5.63080018014803
Nordwestschweiz	16.6215378605613	12.8112978605613	20.4317778605613	5.891921055206	3.890957055206	7.892885055206
Zürich	9.38051564661486	7.64767964661486	11.1133516466149	5.21680213802014	3.81755813802014	6.61604613802013
Ostschweiz	9.29613582710829	6.71285582710829	11.8794158271083	2.57565102045567	1.26852702045567	3.88277502045567
Zentralschweiz	7.04769842920707	4.58809442920707	9.50730242920707	1.64751918811375	0.697311188113747	2.59772718811375
Tessin	24.3138322776046	16.0769322776046	32.5507322776046	8.41295869764051	0.850102697640514	15.9758146976405
Schweiz	14.8587110216079	13.7375910216079	15.9798310216079	5.05557673713981	4.30705273713981	5.80410073713981
