Jahr	Monat	Zimmerzahl	Wohnungen	Total_Wohnungen	Anteil_am_Total_Wohnungen	Wohnviertel_Id	Wohnviertel_name
2025	12	1 Zimmer	345	1624	0.212438423645320197044	1	Altstadt Grossbasel
2025	12	2 Zimmer	425	1624	0.261699507389162561576	1	Altstadt Grossbasel
2025	12	3 Zimmer	378	1624	0.232758620689655172413	1	Altstadt Grossbasel
2025	12	4 Zimmer	263	1624	0.161945812807881773399	1	Altstadt Grossbasel
2025	12	5 Zimmer	112	1624	0.068965517241379310344	1	Altstadt Grossbasel
2025	12	6 u.m. Zimmer	101	1624	0.062192118226600985221	1	Altstadt Grossbasel
2025	12	1 Zimmer	833	3538	0.235443753533069530808	2	Vorstädte
2025	12	2 Zimmer	804	3538	0.227247032221594120972	2	Vorstädte
2025	12	3 Zimmer	942	3538	0.266252119841718485019	2	Vorstädte
2025	12	4 Zimmer	563	3538	0.159129451667608818541	2	Vorstädte
2025	12	5 Zimmer	251	3538	0.070944036178631995477	2	Vorstädte
2025	12	6 u.m. Zimmer	145	3538	0.040983606557377049180	2	Vorstädte
2025	12	1 Zimmer	1192	6675	0.178576779026217228464	3	Am Ring
2025	12	2 Zimmer	1440	6675	0.215730337078651685393	3	Am Ring
2025	12	3 Zimmer	2019	6675	0.302471910112359550561	3	Am Ring
2025	12	4 Zimmer	1223	6675	0.183220973782771535580	3	Am Ring
2025	12	5 Zimmer	396	6675	0.059325842696629213483	3	Am Ring
2025	12	6 u.m. Zimmer	405	6675	0.060674157303370786516	3	Am Ring
2025	12	1 Zimmer	319	5556	0.057415406767458603311	4	Breite
2025	12	2 Zimmer	1558	5556	0.280417566594672426205	4	Breite
2025	12	3 Zimmer	2754	5556	0.495680345572354211663	4	Breite
2025	12	4 Zimmer	702	5556	0.126349892008639308855	4	Breite
2025	12	5 Zimmer	159	5556	0.028617710583153347732	4	Breite
2025	12	6 u.m. Zimmer	64	5556	0.011519078473722102231	4	Breite
2025	12	1 Zimmer	653	7050	0.092624113475177304964	5	St. Alban
2025	12	2 Zimmer	1472	7050	0.208794326241134751773	5	St. Alban
2025	12	3 Zimmer	2329	7050	0.330354609929078014184	5	St. Alban
2025	12	4 Zimmer	1550	7050	0.219858156028368794326	5	St. Alban
2025	12	5 Zimmer	542	7050	0.076879432624113475177	5	St. Alban
2025	12	6 u.m. Zimmer	504	7050	0.071489361702127659574	5	St. Alban
2025	12	1 Zimmer	1780	11979	0.148593371733867601636	6	Gundeldingen
2025	12	2 Zimmer	3243	11979	0.270723766591535186576	6	Gundeldingen
2025	12	3 Zimmer	4643	11979	0.387594957842891727189	6	Gundeldingen
2025	12	4 Zimmer	1854	11979	0.154770848985725018782	6	Gundeldingen
2025	12	5 Zimmer	370	11979	0.030887386259287085733	6	Gundeldingen
2025	12	6 u.m. Zimmer	89	11979	0.007429668586693380081	6	Gundeldingen
2025	12	1 Zimmer	126	4598	0.027403218790778599391	7	Bruderholz
2025	12	2 Zimmer	472	4598	0.102653327533710308829	7	Bruderholz
