Jahr	Monat	Zimmerzahl	Wohnungen	Total_Wohnungen	Anteil_am_Total_Wohnungen	Wohnviertel_Id	Wohnviertel_name
2025	12	3 Zimmer	1214	4598	0.264027838190517616354	7	Bruderholz
2025	12	4 Zimmer	1187	4598	0.258155719878207916485	7	Bruderholz
2025	12	5 Zimmer	666	4598	0.144845585036972596781	7	Bruderholz
2025	12	6 u.m. Zimmer	933	4598	0.202914310569812962157	7	Bruderholz
2025	12	1 Zimmer	434	7453	0.058231584596806655038	8	Bachletten
2025	12	2 Zimmer	1119	7453	0.150140882865960016100	8	Bachletten
2025	12	3 Zimmer	3007	7453	0.403461693277874681336	8	Bachletten
2025	12	4 Zimmer	1239	7453	0.166241781832818999060	8	Bachletten
2025	12	5 Zimmer	766	7453	0.102777405071783174560	8	Bachletten
2025	12	6 u.m. Zimmer	888	7453	0.119146652354756473903	8	Bachletten
2025	12	1 Zimmer	608	4335	0.140253748558246828143	9	Gotthelf
2025	12	2 Zimmer	1046	4335	0.241291810841983852364	9	Gotthelf
2025	12	3 Zimmer	1604	4335	0.370011534025374855824	9	Gotthelf
2025	12	4 Zimmer	643	4335	0.148327566320645905420	9	Gotthelf
2025	12	5 Zimmer	256	4335	0.059054209919261822376	9	Gotthelf
2025	12	6 u.m. Zimmer	178	4335	0.041061130334486735870	9	Gotthelf
2025	12	1 Zimmer	1036	10362	0.099980698706813356494	10	Iselin
2025	12	2 Zimmer	3184	10362	0.307276587531364601428	10	Iselin
2025	12	3 Zimmer	4188	10362	0.404169079328314997104	10	Iselin
2025	12	4 Zimmer	1518	10362	0.146496815286624203821	10	Iselin
2025	12	5 Zimmer	288	10362	0.027793862188766647365	10	Iselin
2025	12	6 u.m. Zimmer	148	10362	0.014282956958116193784	10	Iselin
2025	12	1 Zimmer	1184	10751	0.110129290298576876569	11	St. Johann
2025	12	2 Zimmer	3149	10751	0.292902985768765696214	11	St. Johann
2025	12	3 Zimmer	4076	10751	0.379127523021114314947	11	St. Johann
2025	12	4 Zimmer	1614	10751	0.150125569714445167891	11	St. Johann
2025	12	5 Zimmer	367	10751	0.034136359408427123058	11	St. Johann
2025	12	6 u.m. Zimmer	361	10751	0.033578271788670821318	11	St. Johann
2025	12	1 Zimmer	412	1775	0.232112676056338028169	12	Altstadt Kleinbasel
2025	12	2 Zimmer	526	1775	0.296338028169014084507	12	Altstadt Kleinbasel
2025	12	3 Zimmer	523	1775	0.294647887323943661971	12	Altstadt Kleinbasel
2025	12	4 Zimmer	193	1775	0.108732394366197183098	12	Altstadt Kleinbasel
2025	12	5 Zimmer	80	1775	0.045070422535211267605	12	Altstadt Kleinbasel
2025	12	6 u.m. Zimmer	41	1775	0.023098591549295774647	12	Altstadt Kleinbasel
2025	12	1 Zimmer	510	2677	0.190511766903249906611	13	Clara
2025	12	2 Zimmer	823	2677	0.307433694434067986552	13	Clara
2025	12	3 Zimmer	916	2677	0.342174075457601793051	13	Clara
2025	12	4 Zimmer	326	2677	0.121778109824430332461	13	Clara
2025	12	5 Zimmer	83	2677	0.031004856182293612252	13	Clara
2025	12	6 u.m. Zimmer	19	2677	0.007097497198356369069	13	Clara
2025	12	1 Zimmer	216	3395	0.063622974963181148748	14	Wettstein
2025	12	2 Zimmer	771	3395	0.227098674521354933726	14	Wettstein
2025	12	3 Zimmer	1505	3395	0.443298969072164948453	14	Wettstein
2025	12	4 Zimmer	544	3395	0.160235640648011782032	14	Wettstein
2025	12	5 Zimmer	157	3395	0.046244477172312223858	14	Wettstein
2025	12	6 u.m. Zimmer	202	3395	0.059499263622974963181	14	Wettstein
2025	12	1 Zimmer	263	5064	0.051935229067930489731	15	Hirzbrunnen
2025	12	2 Zimmer	758	5064	0.149684044233807266982	15	Hirzbrunnen
2025	12	3 Zimmer	2325	5064	0.459123222748815165876	15	Hirzbrunnen
2025	12	4 Zimmer	1090	5064	0.215244865718799368088	15	Hirzbrunnen
2025	12	5 Zimmer	424	5064	0.083728278041074249605	15	Hirzbrunnen
2025	12	6 u.m. Zimmer	204	5064	0.040284360189573459715	15	Hirzbrunnen
2025	12	1 Zimmer	490	4236	0.115675165250236071765	16	Rosental
2025	12	2 Zimmer	1501	4236	0.354343720491029272898	16	Rosental
2025	12	3 Zimmer	1549	4236	0.365675165250236071765	16	Rosental
2025	12	4 Zimmer	571	4236	0.134796978281397544853	16	Rosental
2025	12	5 Zimmer	96	4236	0.022662889518413597733	16	Rosental
2025	12	6 u.m. Zimmer	29	4236	0.006846081208687440982	16	Rosental
2025	12	1 Zimmer	1468	9119	0.160982563877618159885	17	Matthäus
2025	12	2 Zimmer	2756	9119	0.302226121285228643491	17	Matthäus
2025	12	3 Zimmer	3195	9119	0.350367364842636253975	17	Matthäus
2025	12	4 Zimmer	1268	9119	0.139050334466498519574	17	Matthäus
2025	12	5 Zimmer	305	9119	0.033446649851957451474	17	Matthäus
2025	12	6 u.m. Zimmer	127	9119	0.013926965676060971597	17	Matthäus
2025	12	1 Zimmer	472	3949	0.119523930108888326158	18	Klybeck
2025	12	2 Zimmer	1390	3949	0.351987845024056723221	18	Klybeck
2025	12	3 Zimmer	1449	3949	0.366928336287667763990	18	Klybeck
2025	12	4 Zimmer	501	3949	0.126867561407951380096	18	Klybeck
2025	12	5 Zimmer	110	3949	0.027855153203342618384	18	Klybeck
2025	12	6 u.m. Zimmer	27	3949	0.006837173968093188148	18	Klybeck
2025	12	1 Zimmer	221	1588	0.139168765743073047858	19	Kleinhüningen
2025	12	2 Zimmer	416	1588	0.261964735516372795969	19	Kleinhüningen
2025	12	3 Zimmer	684	1588	0.430730478589420654911	19	Kleinhüningen
2025	12	4 Zimmer	217	1588	0.136649874055415617128	19	Kleinhüningen
2025	12	5 Zimmer	31	1588	0.019521410579345088161	19	Kleinhüningen
2025	12	6 u.m. Zimmer	19	1588	0.011964735516372795969	19	Kleinhüningen
2025	12	1 Zimmer	325	10964	0.029642466253192265596	20	Riehen
2025	12	2 Zimmer	1316	10964	0.120029186428310835461	20	Riehen
2025	12	3 Zimmer	3402	10964	0.310288215979569500182	20	Riehen
2025	12	4 Zimmer	2946	10964	0.268697555636628967530	20	Riehen
2025	12	5 Zimmer	1620	10964	0.147756293323604523896	20	Riehen
2025	12	6 u.m. Zimmer	1355	10964	0.123586282378693907333	20	Riehen
2025	12	1 Zimmer	18	564	0.031914893617021276595	30	Bettingen
2025	12	2 Zimmer	60	564	0.106382978723404255319	30	Bettingen
2025	12	3 Zimmer	107	564	0.189716312056737588652	30	Bettingen
2025	12	4 Zimmer	121	564	0.214539007092198581560	30	Bettingen
2025	12	5 Zimmer	138	564	0.244680851063829787234	30	Bettingen
2025	12	6 u.m. Zimmer	120	564	0.212765957446808510638	30	Bettingen
2025	12	1 Zimmer	12905	117252	0.110062088493160031385	99	Kanton Basel-Stadt
2025	12	2 Zimmer	28229	117252	0.240754955139357964043	99	Kanton Basel-Stadt
2025	12	3 Zimmer	42809	117252	0.365102514242827414457	99	Kanton Basel-Stadt
2025	12	4 Zimmer	20133	117252	0.171707092416334049739	99	Kanton Basel-Stadt
2025	12	5 Zimmer	7217	117252	0.061551188892300344557	99	Kanton Basel-Stadt
2025	12	6 u.m. Zimmer	5959	117252	0.050822160816020195817	99	Kanton Basel-Stadt
