"Staatasngehörigkeit"	"2003"	"2022"
"Schweiz"	25.7	29.7
"Deutschland"	11.7	18.4
"Italien"	22.6	19.5
"Türkei"	48.0	22.6
"EU-West + EFTA + UK"	22.2	23.0
"EU-Ost"	29.7	20.1
"Balkan"	55.8	31.3
"Mittel- und Südamerika"	27.7	14.4
"Arabische Länder"	29.7	42.3
"Afrikanische Länder"	39.0	42.8
"Übrige Länder"	29.2	33.0

