Kanton	KWI	Bewertung
ZG	100	
<b>BS</b>	94.2	0
ZH	91.1
VD	77.6
AG	76.7
GE	73.2
BL	73.1
LU	72.4
SZ	71.2
SH	67.6
SG	65.0
TG	64.9
NW	62.7
SO	61.0
FR	59.1
OW	56.8
AR	54.3
BE	54.2
AI	53.4
TI	51.6
GL	51.1
NE	49.5
UR	46.8
GR	44.2
VS	44.1
JU	33.3	
