Publikationsjahr	Indikator_Nr	jahr_num	jahr_char	Wert	Indikator_Label	Indikator_Name	Wohnviertel_id	Wohnviertel	Rang
2023	1	2022	2022	0.0156934307	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	1	Altstadt Grossbasel	2
2023	1	2022	2022	0.0242159587	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	2	Vorstädte	7
2023	1	2022	2022	0.0258296121	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	3	Am Ring	8
2023	1	2022	2022	0.0441371681	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	4	Breite	11
2023	1	2022	2022	0.0223644761	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	5	St. Alban	5
2023	1	2022	2022	0.0495732799	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	6	Gundeldingen	13
2023	1	2022	2022	0.0146717332	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	7	Bruderholz	1
2023	1	2022	2022	0.0185011202	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	8	Bachletten	4
2023	1	2022	2022	0.0375106564	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	9	Gotthelf	10
2023	1	2022	2022	0.0745019451	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	10	Iselin	18
2023	1	2022	2022	0.0620600414	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	11	St. Johann	16
2023	1	2022	2022	0.0540206186	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	12	Altstadt Kleinbasel	14
2023	1	2022	2022	0.0598829356	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	13	Clara	15
2023	1	2022	2022	0.0240110554	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	14	Wettstein	6
2023	1	2022	2022	0.0442880347	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	15	Hirzbrunnen	12
2023	1	2022	2022	0.0634735202	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	16	Rosental	17
2023	1	2022	2022	0.0850994669	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	17	Matthäus	19
2023	1	2022	2022	0.106006563	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	18	Klybeck	21
2023	1	2022	2022	0.1034729681	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	19	Kleinhüningen	20
2023	1	2022	2022	0.0267792955	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	20	Riehen	9
2023	1	2022	2022	0.0166919575	Anteil&nbsp;Sozialhilfeempfänger	Sozialhilfequote	30	Bettingen	3
2023	2	2022	2022	0.3244525547	Anteil&nbsp;Ausländer	Auslaenderanteil	1	Altstadt Grossbasel	7
2023	2	2022	2022	0.4337038507	Anteil&nbsp;Ausländer	Auslaenderanteil	2	Vorstädte	16
2023	2	2022	2022	0.3969880046	Anteil&nbsp;Ausländer	Auslaenderanteil	3	Am Ring	12
2023	2	2022	2022	0.3669247788	Anteil&nbsp;Ausländer	Auslaenderanteil	4	Breite	9
2023	2	2022	2022	0.3782513573	Anteil&nbsp;Ausländer	Auslaenderanteil	5	St. Alban	10
2023	2	2022	2022	0.4078073965	Anteil&nbsp;Ausländer	Auslaenderanteil	6	Gundeldingen	14
2023	2	2022	2022	0.2492083597	Anteil&nbsp;Ausländer	Auslaenderanteil	7	Bruderholz	2
2023	2	2022	2022	0.2340102623	Anteil&nbsp;Ausländer	Auslaenderanteil	8	Bachletten	1
2023	2	2022	2022	0.302074453	Anteil&nbsp;Ausländer	Auslaenderanteil	9	Gotthelf	6
2023	2	2022	2022	0.3960862902	Anteil&nbsp;Ausländer	Auslaenderanteil	10	Iselin	11
2023	2	2022	2022	0.426863354	Anteil&nbsp;Ausländer	Auslaenderanteil	11	St. Johann	15
2023	2	2022	2022	0.4	Anteil&nbsp;Ausländer	Auslaenderanteil	12	Altstadt Kleinbasel	13
2023	2	2022	2022	0.492570914	Anteil&nbsp;Ausländer	Auslaenderanteil	13	Clara	17
2023	2	2022	2022	0.3380549318	Anteil&nbsp;Ausländer	Auslaenderanteil	14	Wettstein	8
2023	2	2022	2022	0.2638873849	Anteil&nbsp;Ausländer	Auslaenderanteil	15	Hirzbrunnen	4
2023	2	2022	2022	0.5721703011	Anteil&nbsp;Ausländer	Auslaenderanteil	16	Rosental	21
2023	2	2022	2022	0.5028604863	Anteil&nbsp;Ausländer	Auslaenderanteil	17	Matthäus	19
2023	2	2022	2022	0.5327436154	Anteil&nbsp;Ausländer	Auslaenderanteil	18	Klybeck	20
2023	2	2022	2022	0.4951664876	Anteil&nbsp;Ausländer	Auslaenderanteil	19	Kleinhüningen	18
2023	2	2022	2022	0.2899442847	Anteil&nbsp;Ausländer	Auslaenderanteil	20	Riehen	5
2023	2	2022	2022	0.253414264	Anteil&nbsp;Ausländer	Auslaenderanteil	30	Bettingen	3
2023	4	2022	2022	0.3105504587	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	1	Altstadt Grossbasel	20
2023	4	2022	2022	0.3099552334	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	2	Vorstädte	19
2023	4	2022	2022	0.2743506494	Anteil&nbsp;Personen&nbsp;in Einpersonen-haushalten	Anteileinpersonenhh	3	Am Ring	13
