"Staatsangehörigkeit"	"Mittelwert 2013"	"2022"
"Schweiz"	562848	680070
"Deutschland"	223877	249998
"Italien"	91403	168938
"Türkei"	10925	19714
"EU-West + EFTA + UK"	220880	280048
"EU-Ost"	44349	97094
"Balkan"	10617	19744
"Mittel- und Südamerika"	41829	62045
"Arabische Länder"	19865	30062
"Afrikanische Länder"	14773	21547
"Übrige Länder"	206927	580192

