Grossregion	Anteil	95% Vertrauensintervall Untergrenze	95% Vertrauensintervall Obergrenze
Genferseeregion	10.5877636463649	8.23105964636492	12.9444676463649
Espace Mittelland	6.07410843112424	4.32931643112424	7.81890043112424
Nordwestschweiz	3.77185113230154	2.33399513230154	5.20970713230154
Zürich	2.60074741809209	1.75892741809209	3.44256741809209
Ostschweiz	2.72380384205846	1.44960784205846	3.99799984205846
Zentralschweiz	2.54739283839152	0.716556838391518	4.37822883839152
Tessin	4.23698976141759	1.59196976141759	6.88200976141759
Schweiz	5.12021861415708	4.43637461415708	5.80406261415708
