	Einfamilienhaus-Grundstücke	Mehrfamilienhaus-Grundstücke
2014	100	100
2015	99.4228680337236	133.726689976514
2016	103.679467160955	136.77500717097
2017	120.955091180427	194.83650695452
2018	130.969836067766	182.174542942543
2019	137.199279310995	198.726158784847
2020	155.187279144859	233.309817092882
2021	159.130804517651	298.743179354715
2022	179.604983321562	261.986894109845
2023	168.187445675893	217.559509278168
