Jahr	Basel-Stadt	Basel-Landschaft	Jura
2017	100	100	100
2018	100.232796565094	99.8124745209947	99.7261844116149
2019	100.707639889923	99.8287810843865	99.3377483443709
2020	101.232588435715	99.9701046337818	99.2931737137035
2021	100.595866704695	100.088598994429	98.8707760230939


